"llid","shape_class","shape_offset"
3006,"convex",-41.4132231404958
3011,"concave",3.0588235294118
3012,"concave",3.2537313432836
3013,"concave",12.2758620689656
3014,"concave",17.6190476190476
3015,"convex",-38.4347826086956
3016,"convex",-28.6551724137931
3017,"convex",-18.6849315068494
3021,"convex",-43.0561797752809
3024,"convex",-42.2820512820513
3028,"concave",17.4848484848485
3039,"convex",-22.5263157894737
3041,"convex",-37.9411764705882
3044,"convex",-39.4672897196262
3046,"convex",-9.38095238095235
3047,"convex",-43.0604026845637
3052,"concave",15.1538461538461
3053,"convex",-9.0204081632653
3054,"convex",-21
3055,"convex",-14.1739130434783
3057,"convex",-18.8518518518519
3064,"concave",26.4545454545455
3065,"convex",-9
3068,"concave",1.0196078431373
3069,"concave",2.7179487179487
3070,"convex",-25
3071,"concave",2.8888888888889
3072,"convex",-39.955223880597
3077,"convex",-7.35135135135135
3078,"convex",-26.5154639175258
3079,"convex",-34.4201680672269
3081,"convex",-40.9881656804734
3082,"concave",30.8571428571429
3086,"convex",-14.7368421052632
3087,"convex",-26.25
3089,"concave",14.6190476190476
3092,"convex",-43.7936507936508
3097,"convex",-21.2994011976048
3099,"convex",-35.8914728682171
3103,"concave",5.8888888888889
3105,"concave",4.27586206896555
3106,"convex",-31
3109,"convex",-11.3809523809524
3110,"convex",-0.515151515151501
3113,"concave",5.2957746478873
3115,"concave",8
3116,"convex",-40.9803921568627
3117,"convex",-8.2820512820513
3118,"concave",8.4848484848485
3119,"convex",-41.3496503496503
3122,"convex",-14.4424778761062
3130,"convex",-17.561797752809
3132,"convex",-19.3333333333333
3133,"convex",-27.8807339449542
3137,"concave",13.0196078431373
3140,"convex",-3.9803921568627
3142,"convex",-30.4761904761905
3148,"convex",-6.38095238095235
3150,"convex",-18.561797752809
3152,"convex",-35.7543859649123
3153,"concave",3
3156,"convex",-30
3160,"convex",-10.4285714285714
3161,"convex",-10.9090909090909
3163,"convex",-4.5151515151515
3167,"convex",-20
3170,"convex",-23.3513513513513
3173,"convex",-11.6666666666667
3175,"convex",-26
3177,"convex",-4.55555555555555
3178,"convex",-13.9411764705882
3184,"convex",-27.125
3185,"convex",-42.219512195122
3186,"convex",-11.5263157894737
3190,"convex",-8.1111111111111
3191,"convex",-7
3198,"convex",-13.6315789473684
3202,"concave",3
3205,"convex",-22.3030303030303
3206,"concave",3
3208,"convex",-28.2820512820513
3209,"concave",5.6666666666667
3214,"convex",-15.314465408805
3216,"convex",-23.8771929824562
3217,"convex",-21
3220,"convex",-17
3222,"convex",-21.4202898550725
3227,"convex",-29.0335570469799
3229,"concave",7.4848484848485
3238,"concave",25.6666666666667
3244,"concave",4.5714285714286
3246,"convex",-43.4418604651163
3251,"concave",7.15384615384615
3254,"concave",3
3257,"convex",-11
3258,"convex",-30.0909090909091
3260,"convex",-10.5494505494505
3266,"convex",-20.6129032258064
3270,"convex",-35.0602409638554
3272,"convex",-23
3273,"convex",-31.7777777777778
3274,"convex",-16.1052631578947
3277,"convex",-13.4
3278,"convex",-25.0204081632653
3284,"convex",-53.5
3285,"convex",-15
3289,"convex",-36.5882352941177
3291,"convex",-29.1627906976744
3292,"convex",-24.2820512820513
3295,"convex",-20.2820512820513
3297,"convex",-40.375
3300,"convex",-36.561797752809
3301,"convex",-42.6024096385542
3302,"concave",16.8260869565217
3307,"convex",-19.1627906976744
3312,"concave",4.8372093023256
3313,"concave",14.8260869565217
3314,"convex",-23
3316,"concave",3.05882352941175
3318,"concave",6.1481481481481
3324,"convex",-9.0204081632653
3331,"concave",10.6190476190476
3336,"convex",-17
3341,"convex",-5.86206896551725
3342,"concave",6.61904761904765
3345,"concave",18.4444444444444
3349,"concave",31.4545454545455
3350,"convex",-1.2857142857143
3356,"convex",-18.6666666666667
3362,"convex",-18.3636363636363
3363,"convex",-20.8474576271186
3364,"convex",-19.7462686567164
3368,"convex",-11.5494505494505
3369,"convex",-36.6717557251908
3371,"concave",11.3684210526316
3375,"convex",-9.64935064935065
3379,"convex",-24
3382,"concave",21.8571428571429
3384,"concave",11.3684210526316
3385,"convex",-39.3333333333333
3387,"convex",-11.9090909090909
3395,"convex",-18
3396,"convex",-46.9213483146067
3400,"convex",-36.1111111111111
3401,"convex",-3.72413793103445
3406,"convex",-25.1666666666667
3407,"convex",-1.38095238095235
3412,"neither",0
3415,"concave",1
3418,"convex",-5.72413793103445
3419,"convex",-27.063829787234
3422,"convex",-10.3496503496503
3424,"convex",-27.0387596899225
3425,"convex",-24.7042253521127
3434,"convex",-36.5151515151515
3438,"convex",-18.1739130434783
3439,"concave",28.8571428571429
3441,"concave",32.4444444444444
3444,"concave",16.1538461538461
3449,"concave",12.6666666666667
3451,"convex",-28.4065040650407
3454,"concave",9
3456,"convex",-15
3458,"convex",-7
3467,"convex",-11.5154639175258
3469,"convex",-6.7462686567164
3474,"convex",-41.0204081632653
3475,"convex",-24.3333333333333
3476,"convex",-29.5376344086021
3477,"convex",-14.8461538461539
3480,"concave",17.2957746478873
3482,"convex",-12.9411764705882
3484,"convex",-21.4950495049505
3487,"convex",-42.3649635036496
3488,"convex",-12.5882352941177
3495,"concave",7.2957746478873
3497,"convex",-27
3498,"convex",-25.7272727272727
3501,"convex",-41.4285714285714
3502,"convex",-26.9677419354839
3503,"convex",-31.9803921568627
3509,"convex",-3.5151515151515
3517,"convex",-31
3520,"convex",-45.5454545454545
3521,"convex",-3.33333333333335
3523,"convex",-45.7246376811595
3528,"convex",-21.6024096385542
3529,"concave",0.454545454545503
3530,"convex",-45
3535,"convex",-16.6024096385542
3537,"convex",-20.3333333333333
3538,"convex",-21.4285714285714
3539,"convex",-48.764705882353
3542,"concave",2.5714285714286
3545,"convex",-17.7633136094675
3548,"convex",-18.8771929824562
3552,"convex",-27.127659574468
3555,"convex",-20.6849315068494
3560,"convex",-16.9090909090909
3561,"convex",-35.6024096385542
3562,"convex",-9
3572,"convex",-54.3188405797101
3573,"convex",-28.261780104712
3574,"concave",19.4545454545455
3578,"concave",29.8571428571429
3579,"convex",-20.6172839506173
3582,"convex",-10.9130434782609
3583,"concave",6.4848484848485
3586,"convex",-25.9803921568627
3592,"convex",-14.8518518518519
3596,"convex",-14.7179487179487
3597,"convex",-12
3598,"convex",-12.6129032258064
3599,"concave",6.1481481481481
3602,"convex",-25
3605,"convex",-13
3607,"convex",-45.5263157894737
3613,"convex",-33.1111111111111
3618,"concave",23.8571428571429
3621,"convex",-28.4285714285714
3623,"convex",-25.5023923444976
3624,"convex",-41.8823529411764
3625,"convex",-7.4285714285714
3628,"convex",-8
3630,"convex",-10.9803921568627
3632,"concave",23
3635,"convex",-12.0204081632653
3637,"convex",-25.9090909090909
3639,"convex",-6.3768115942029
3640,"convex",-8.6329113924051
3641,"concave",12.8260869565217
3642,"convex",-0.380952380952351
3643,"convex",-37.7462686567164
3646,"concave",25.1538461538461
3648,"convex",-41.4424778761062
3652,"convex",-5.6315789473684
3653,"convex",-3.72413793103445
3654,"convex",-14.3478260869566
3658,"concave",4.7179487179487
3666,"convex",-30.2820512820513
3671,"convex",-2.64935064935065
3672,"convex",-16
3673,"convex",-6.5151515151515
3674,"convex",-22.2727272727273
3679,"convex",-39.5050505050505
3680,"convex",-3.9090909090909
3681,"concave",15.6190476190476
3686,"convex",-42.9433962264151
3692,"concave",7.27586206896555
3696,"convex",-17.9411764705882
3697,"convex",-13.063829787234
3699,"concave",10.4444444444444
3702,"convex",-2.1627906976744
3703,"convex",-46.9803921568627
3706,"convex",-0.545454545454497
3707,"convex",-45.5151515151515
3709,"convex",-37.6912751677852
3711,"convex",-33.3937007874016
3715,"convex",-17.5151515151515
3717,"concave",0.2222222222222
3718,"convex",-15.6849315068494
3720,"convex",-27.054794520548
3725,"concave",8
3726,"convex",-24.2857142857142
3729,"convex",-25.995633187773
3731,"convex",-17.2820512820513
3734,"convex",-8.1739130434783
3735,"convex",-19
3738,"concave",15.3684210526316
3739,"convex",-35.8823529411764
3747,"convex",-18
3748,"convex",-25.9090909090909
3750,"convex",-28
3751,"convex",-21
3753,"convex",-18.5151515151515
3755,"convex",-4.2244897959184
3756,"convex",-6
3758,"convex",-14.9803921568627
3759,"convex",-40.7037037037038
3762,"convex",-21.1627906976744
3765,"convex",-4.94117647058825
3766,"convex",-19.8518518518519
3771,"concave",13.780487804878
3772,"concave",21
3773,"convex",-22.4285714285714
3777,"convex",-13.9433962264151
3780,"convex",-11.3809523809524
3781,"concave",28.4444444444444
3782,"convex",-3.0204081632653
3784,"convex",-14.7462686567164
3791,"convex",-27.4593301435407
3792,"convex",-19.5263157894737
3798,"convex",-9
3799,"convex",-9.8518518518519
3800,"convex",-29
3801,"convex",-16.6666666666667
3802,"convex",-10.2820512820513
3807,"convex",-43
3808,"convex",-16.2857142857143
3810,"convex",-25.8461538461539
3811,"concave",1.8372093023256
3812,"convex",-22.1111111111111
3816,"convex",-4.1627906976744
3817,"convex",-20
3818,"convex",-29.1739130434783
3819,"concave",8.0196078431373
3824,"concave",5.1481481481481
3826,"convex",-24.5263157894737
3829,"convex",-16.7246376811595
3830,"convex",-16.764705882353
3832,"convex",-31
3835,"convex",-44.5747126436782
3836,"convex",-20
3840,"convex",-4.7692307692308
3844,"convex",-32.5151515151515
3848,"concave",33.1538461538461
3850,"concave",1.8260869565217
3851,"convex",-29.8518518518519
3852,"convex",-32.7241379310344
3859,"convex",-3.5151515151515
3863,"concave",28.8571428571429
3864,"concave",1.78048780487805
3868,"convex",-12
3869,"convex",-7.35135135135135
3880,"concave",1
3889,"convex",-29.6881720430108
3892,"convex",-41.1739130434783
3899,"convex",-9.125
3900,"concave",32.4545454545455
3902,"concave",0.6666666666667
3909,"concave",16.2758620689656
3912,"convex",-15.5747126436782
3919,"convex",-22.5882352941177
3924,"convex",-4.3333333333333
3926,"convex",-15.5154639175258
3930,"convex",-16
3940,"convex",-30.5294117647059
3941,"convex",-18
3942,"concave",8.5714285714286
3943,"concave",9.6666666666667
3946,"concave",8.6666666666667
3948,"convex",-5
3949,"convex",-28
3950,"convex",-19.4285714285714
3954,"convex",-10
3955,"concave",7.9795918367347
3960,"convex",-20.6666666666667
3961,"convex",-16.7027027027027
3962,"concave",16.8888888888889
3964,"convex",-8
3965,"concave",7.44444444444445
3973,"concave",1.05882352941175
3974,"convex",-38
3976,"convex",-1.94117647058825
3978,"convex",-31.3597122302158
3980,"convex",-24.063829787234
3985,"convex",-1.4285714285714
3987,"convex",-24
3989,"convex",-24.063829787234
3990,"convex",-42.1739130434783
3993,"convex",-7.2820512820513
3996,"convex",-21.9803921568627
4001,"convex",-40.3829787234042
4005,"convex",-9.1111111111111
4006,"convex",-15
4008,"convex",-14
4010,"convex",-8.72413793103445
4011,"convex",-31.4201680672269
4013,"convex",-17.0204081632653
4016,"convex",-26
4020,"convex",-20.8771929824562
4024,"convex",-33.2590673575129
4033,"convex",-29
4035,"convex",-2.55555555555555
4036,"convex",-15
4038,"convex",-16.0204081632653
4040,"convex",-16.3875968992248
4041,"convex",-43.6741573033708
4042,"convex",-25.6493506493507
4045,"convex",-41.4761904761905
4046,"convex",-29.0201342281879
4047,"convex",-16.6849315068494
4052,"convex",-5.1739130434783
4055,"convex",-8.6129032258064
4059,"convex",-32.6024096385542
4061,"convex",-5.8474576271186
4064,"convex",-35.4556213017752
4065,"convex",-43.6024096385542
4066,"convex",-37.6666666666667
4067,"convex",-40.6493506493507
4072,"convex",-46.7692307692307
4081,"convex",-8.84615384615385
4084,"convex",-16.4285714285714
4091,"convex",-15
4098,"concave",9.4545454545455
4099,"convex",-37.1666666666667
4102,"convex",-8.1111111111111
4108,"convex",-28.1111111111111
4111,"convex",-34.063829787234
4113,"concave",16.8571428571429
4115,"convex",-6.9090909090909
4119,"convex",-18
4123,"convex",-13.2635658914729
4124,"convex",-0.142857142857103
4128,"convex",-5.5454545454545
4130,"concave",1.5798319327731
4139,"convex",-23.6101694915255
4141,"convex",-1.5151515151515
4144,"convex",-9.04166666666665
4149,"convex",-39.5050505050505
4150,"concave",16.8571428571429
4153,"convex",-6.6129032258064
4154,"convex",-32.5454545454545
4160,"convex",-11.2753623188406
4164,"convex",-13.6315789473684
4166,"convex",-15.5151515151515
4167,"convex",-34.3513513513514
4175,"convex",-12.2820512820513
4176,"convex",-3
4178,"convex",-32.8518518518519
4181,"convex",-8.0204081632653
4188,"convex",-19.3809523809524
4189,"convex",-31.2347417840376
4194,"convex",-42.7906976744186
4195,"convex",-45.5154639175258
4196,"convex",-19.6172839506173
4200,"convex",-36.7246376811595
4201,"convex",-24.8771929824562
4202,"convex",-26.5504587155963
4206,"convex",-15
4207,"convex",-0.428571428571402
4211,"convex",-9.6129032258064
4213,"convex",-28
4214,"convex",-28.8518518518519
4215,"concave",36.4545454545455
4224,"convex",-4.8518518518519
4225,"convex",-53.3469387755102
4228,"convex",-2.8518518518519
4229,"concave",0.368421052631597
4233,"concave",4.3684210526316
4280,"convex",-12
4285,"convex",-13.6666666666667
4312,"convex",-2.1538461538462
4314,"convex",-12.6666666666667
4322,"convex",-15.780487804878
4328,"convex",-46
4351,"concave",4.3513513513514
4389,"convex",-12
4393,"convex",-14.6190476190476
4395,"concave",17.8571428571429
4401,"convex",-5.6190476190476
4420,"convex",-29.2758620689656
4440,"concave",1.8461538461538
4448,"concave",4
4473,"convex",-10
4478,"convex",-26.0204081632653
4481,"concave",5
4494,"convex",-26.8297872340425
4510,"concave",3.72413793103445
4532,"concave",38
4542,"convex",-13.1538461538462
4566,"convex",-29
4572,"convex",-26.9615384615385
4594,"concave",29
4606,"convex",-12.3684210526316
4607,"convex",-11.9433962264151
4621,"concave",3
4624,"convex",-10.9411764705882
4631,"concave",22
4632,"convex",-9
4637,"convex",-17.219512195122
4648,"convex",-3.1525423728814
4649,"convex",-10.6486486486486
4652,"convex",-20.1525423728814
4653,"convex",-17
4667,"concave",2
4686,"convex",-44.9505703422054
4691,"convex",-18
4701,"convex",-17.3684210526316
4709,"concave",9.4848484848485
4717,"convex",-39.6279069767442
4771,"convex",-20.780487804878
4774,"convex",-7.2388059701493
4797,"concave",1.72413793103445
4798,"concave",12
4799,"convex",-9.8888888888889
4816,"convex",-13.6486486486486
4821,"convex",-9.6666666666667
4828,"convex",-23.127659574468
4863,"convex",-61.2222222222222
4867,"convex",-6.55172413793105
4870,"concave",31.25
4882,"concave",29.3333333333333
4884,"convex",-15
4886,"convex",-0.0588235294117538
4890,"convex",-19.1111111111111
4899,"convex",-15.8301886792453
4933,"convex",-6
4935,"convex",-9.78048780487805
4936,"convex",-16.5151515151515
4942,"convex",-5
4944,"concave",1.7058823529412
4955,"convex",-23
4962,"convex",-19.2537313432836
4967,"concave",0.545454545454497
4985,"convex",-7.4545454545455
5027,"concave",7
5032,"convex",-19.9568345323741
5040,"concave",27
5102,"convex",-27.8301886792453
5118,"convex",-10.6666666666667
5143,"concave",16
5155,"convex",-8.3684210526316
5162,"convex",-6.6486486486486
5167,"convex",-24
5175,"convex",-12
5183,"convex",-18
5186,"concave",4
5233,"convex",-15.6486486486486
5241,"concave",27.1428571428571
5246,"convex",-11.0588235294118
5252,"convex",-16.3684210526316
5256,"concave",13.8461538461538
5274,"concave",1
5290,"convex",-9.4848484848485
5314,"convex",-7.8260869565217
5329,"convex",-42
5336,"convex",-12.0588235294118
5374,"concave",4.5555555555556
5383,"convex",-11.4848484848485
5396,"convex",-17.4545454545455
5414,"convex",-8.9795918367347
5421,"convex",-6
5458,"convex",-1
5496,"convex",-3.44444444444445
5500,"concave",4.3333333333333
5541,"convex",-9.219512195122
5550,"concave",18
5575,"convex",-11
5589,"convex",-26.9053254437869
5590,"convex",-14.4444444444444
5591,"convex",-21.9345794392523
5592,"convex",-23.4615384615385
5593,"convex",-24
5595,"convex",-16
5596,"convex",-40.9922480620155
5597,"concave",47
5598,"concave",37
5600,"convex",-48
5601,"convex",-15
5602,"convex",-10.7857142857143
5604,"convex",-6.2758620689655
5606,"concave",0.172413793103402
5607,"convex",-6
5608,"convex",-24.4883720930233
5609,"convex",-9
5610,"convex",-41.6363636363636
5612,"convex",-14
5614,"convex",-27.3809523809524
5615,"convex",-34.463768115942
5616,"convex",-11
5617,"convex",-18
5619,"convex",-25
5620,"convex",-19
5621,"convex",-18
5622,"convex",-18
5624,"convex",-17
5625,"concave",3
5628,"convex",-12
5629,"convex",-23.4367816091954
5630,"convex",-21.8771929824561
5631,"convex",-26.5789473684211
5632,"convex",-13.2857142857143
5633,"convex",-13
5636,"convex",-26.6165191740413
5637,"convex",-35
5638,"convex",-9
5639,"concave",8.1538461538462
5641,"convex",-36
5645,"convex",-24.8571428571429
5646,"convex",-30.2553191489362
5647,"convex",-24
5648,"convex",-15
5649,"convex",-19
5650,"convex",-15
5651,"convex",-46.6666666666667
5652,"convex",-13.9832402234637
5653,"convex",-22.2758620689655
5655,"convex",-16
5656,"convex",-9
5657,"convex",-14
5660,"convex",-8
5661,"convex",-17
5662,"convex",-36.5217391304348
5663,"convex",-11.4273504273504
5664,"convex",-2
5667,"concave",7
5668,"concave",4
5669,"convex",-6
5670,"convex",-17
5672,"concave",2
5673,"convex",-4
5674,"convex",-21.7543859649123
5675,"convex",-17
5677,"convex",-29
5678,"convex",-16
5679,"convex",-5.91666666666665
5680,"convex",-32.9411764705882
5682,"convex",-6
5683,"concave",2
5684,"convex",-17.1739130434783
5687,"convex",-27.1111111111111
5688,"convex",-16.4285714285715
5689,"convex",-21
5690,"convex",-28
5691,"convex",-23.5454545454545
5693,"convex",-5
5694,"convex",-13.4925373134328
5695,"convex",-23.4246575342466
5697,"concave",37
5698,"concave",25
5699,"convex",-10.7857142857143
5700,"convex",-7
5701,"concave",1.57142857142856
5702,"convex",-11.6666666666667
5703,"convex",-20.1284403669725
5704,"convex",-23.7857142857143
5708,"convex",-15
5709,"convex",-6
5710,"convex",-15
5712,"concave",48
5713,"convex",-20.5238095238095
5714,"convex",-27
5715,"convex",-8
5716,"convex",-1.86363636363635
5717,"convex",-32.9411764705882
5718,"concave",7
5720,"convex",-33.3513513513513
5729,"convex",-2
5730,"concave",0.6666666666667
5731,"convex",-59.3243243243244
5734,"convex",-20
5735,"convex",-3
5736,"convex",-51.8936170212766
5737,"convex",-11
5738,"convex",-41
5740,"convex",-13.8461538461538
5741,"convex",-19
5743,"convex",-36.1772575250836
5744,"convex",-42.6666666666667
5746,"convex",-30
5747,"convex",-33.8771929824561
5748,"concave",3
5749,"convex",-14.1228070175438
5750,"concave",4.57142857142856
5751,"convex",-14
5753,"convex",-33
5754,"convex",-8
5755,"concave",6
5756,"convex",-22.8771929824561
5757,"convex",-14
5758,"concave",25
5760,"concave",4.7142857142857
5761,"concave",1.6315789473684
5762,"convex",-40.375
5763,"concave",18
5764,"convex",-23
5766,"convex",-20.7857142857143
5767,"concave",0.936170212765951
5768,"convex",-3
5769,"convex",-16.1494252873564
5770,"convex",-8
5771,"concave",9.41666666666665
5772,"convex",-32.3513513513513
5774,"convex",-44.2244897959184
5775,"convex",-30.1914893617021
5776,"convex",-19
5778,"convex",-5
5779,"convex",-24
5780,"convex",-39.8461538461538
5781,"convex",-15.7027027027027
5783,"convex",-30.1627906976744
5784,"convex",-32.127659574468
5785,"convex",-45.2692307692308
5786,"convex",-27.1395348837209
5787,"convex",-16
5788,"convex",-23
5789,"convex",-23
5790,"concave",48
5791,"convex",-12.1428571428571
5792,"convex",-8
5793,"convex",-25
5796,"convex",-20.2735042735042
5797,"convex",-16
5799,"convex",-22.7567567567568
5800,"convex",-22.6881720430108
5802,"convex",-13
5803,"convex",-17
5804,"convex",-12.4672897196262
5805,"convex",-23.8387096774194
5806,"convex",-13.3513513513513
5807,"convex",-10
5809,"convex",-5
5810,"convex",-35.7037037037038
5813,"convex",-8
5815,"convex",-36
5816,"convex",-29.9411764705882
5817,"convex",-33
5818,"convex",-63.8888888888889
5819,"convex",-20
5820,"convex",-23
5822,"convex",-23.1428571428571
5826,"convex",-16
5828,"convex",-31
5829,"convex",-14
5830,"convex",-15.5102040816327
5831,"convex",-39.6666666666667
5833,"convex",-16
5835,"convex",-21
5836,"convex",-6
5837,"concave",5
5840,"convex",-16.7647058823529
5842,"convex",-15
5844,"concave",45
5845,"convex",-32
5846,"convex",-7.46728971962615
5847,"convex",-33.6382978723405
5848,"concave",16
5849,"convex",-6
5850,"convex",-14.8461538461538
5851,"convex",-1
5852,"convex",-12.2432432432432
5853,"convex",-16
5854,"convex",-18.3157894736842
5855,"convex",-26.0786516853933
5857,"convex",-11.7027027027027
5858,"convex",-19.8823529411764
5859,"convex",-21
5860,"convex",-40.7272727272727
5866,"convex",-10
5867,"convex",-32
5870,"convex",-11
5871,"convex",-38.9101123595506
5872,"convex",-36.6363636363636
5873,"convex",-19
5876,"concave",7.26315789473685
5878,"concave",29
5880,"convex",-10.7179487179487
5881,"convex",-19.9411764705882
5882,"convex",-24
5885,"concave",34
5886,"convex",-25.7543859649123
5887,"convex",-21
5888,"concave",0.714285714285701
5889,"convex",-23
5890,"convex",-22
5892,"concave",6
5893,"convex",-11
5894,"concave",12
5895,"convex",-33.0111731843575
5897,"convex",-14
5899,"convex",-9
5901,"concave",10.1111111111111
5902,"convex",-9
5908,"convex",-13
5909,"convex",-12.8771929824561
5910,"convex",-15
5911,"convex",-11.125
5917,"convex",-15
5918,"concave",16
5921,"convex",-15
5922,"convex",-22.625
5924,"convex",-17
5925,"convex",-6
5926,"convex",-18.3513513513513
5927,"convex",-24
5928,"convex",-27
5929,"convex",-17
5931,"convex",-6
5933,"convex",-17
5934,"convex",-41
5935,"convex",-30.5789473684211
5936,"convex",-1.06382978723405
5937,"convex",-14.8571428571429
5938,"convex",-36.5454545454545
5939,"convex",-30
5940,"convex",-0.877192982456101
5944,"concave",7.3529411764706
5945,"convex",-23
5946,"concave",6.26315789473685
5947,"convex",-36.1836734693878
5948,"convex",-2
5949,"convex",-33.0416666666667
5951,"convex",-13
5952,"convex",-4.317880794702
5953,"convex",-10
5955,"convex",-8
5957,"convex",-3
5959,"concave",1.6666666666667
5960,"convex",-29.8936170212766
5961,"convex",-34
5963,"convex",-12.7169811320755
5964,"convex",-1
5965,"convex",-23.4444444444444
5966,"concave",2
5968,"convex",-32
5969,"convex",-10
5972,"concave",24
5973,"concave",11
5974,"convex",-21
5975,"convex",-37.3333333333333
5977,"convex",-48.038961038961
5978,"concave",15.5555555555556
5979,"convex",-15.5294117647059
5980,"convex",-32.5
5981,"concave",13.1228070175439
5982,"convex",-28.7543859649123
5983,"convex",-11
5984,"convex",-4
5985,"convex",-4
5987,"convex",-20
5988,"convex",-17
5989,"convex",-12
5990,"convex",-20.5789473684211
5991,"convex",-20
5993,"convex",-25.5
5995,"convex",-18.3333333333333
5996,"convex",-36.6804733727811
5997,"convex",-2
5998,"convex",-22
6000,"convex",-13.3157894736842
6003,"convex",-2.83333333333335
6004,"convex",-12.3684210526316
6005,"convex",-12
6006,"convex",-23
6007,"convex",-13
6008,"concave",7
6010,"concave",4.0588235294118
6011,"concave",17.5714285714286
6012,"convex",-18
6013,"convex",-5
6014,"convex",-18.4705882352941
6015,"convex",-14
6016,"convex",-13.8823529411764
6017,"concave",13
6020,"convex",-9.04166666666665
6021,"concave",17
6023,"concave",2.6966292134831
6024,"concave",19
6026,"convex",-32
6027,"convex",-22.7647058823529
6028,"concave",11
6030,"convex",-41.1836734693878
6033,"convex",-4
6034,"concave",2
6035,"concave",59.5
6036,"convex",-32.3157894736842
6037,"convex",-21.25
6038,"convex",-34.4246575342466
6039,"convex",-6
6040,"convex",-6
6041,"convex",-6.7179487179487
6042,"convex",-29.4246575342466
6043,"convex",-2.8571428571429
6044,"convex",-32
6045,"concave",2
6046,"convex",-25.3513513513513
6047,"convex",-40.5
6051,"convex",-9
6052,"convex",-16.5154639175258
6056,"concave",2.1481481481481
6074,"concave",4.0588235294118
6077,"convex",-7
6079,"convex",-23.5327102803738
6081,"convex",-3
6083,"concave",44
6084,"convex",-3.3333333333333
6086,"convex",-43.015503875969
6087,"concave",44
6090,"concave",14
6091,"convex",-10.1538461538462
6092,"convex",-17
6093,"convex",-33
6094,"convex",-27.6470588235294
6095,"convex",-32
6096,"convex",-21.5154639175258
6097,"convex",-12.7777777777778
6098,"convex",-12.2753623188406
6099,"concave",3.71428571428571
6100,"convex",-29.9230769230769
6101,"convex",-1
6102,"concave",22
6103,"convex",-22.1111111111111
6105,"neither",0
6106,"convex",-39.6470588235294
6107,"convex",-47.4285714285714
6110,"concave",21
6112,"convex",-26
6113,"concave",10
6114,"convex",-44
6115,"convex",-19
6116,"convex",-3.4273504273504
6117,"concave",35.7142857142857
6118,"convex",-2
6120,"concave",32
6121,"convex",-31
6123,"convex",-18.8518518518519
6124,"concave",14
6125,"convex",-23.3809523809524
6126,"convex",-20.25
6128,"concave",15.5555555555556
6129,"concave",2.58333333333334
6130,"convex",-17
6131,"convex",-9
6133,"convex",-34.8235294117647
6135,"convex",-18
6136,"convex",-21
6137,"convex",-1.4273504273504
6138,"convex",-23
6140,"concave",3
6142,"convex",-14
6143,"convex",-32.8461538461538
6144,"concave",4
6145,"convex",-30
6147,"convex",-7
6148,"convex",-13.4782608695652
6151,"convex",-6
6152,"concave",23
6154,"convex",-43.8518518518519
6155,"convex",-18
6157,"concave",13
6158,"convex",-27.8181818181818
6159,"concave",32
6162,"convex",-24.6451612903226
6163,"concave",12
6164,"convex",-16
6165,"concave",13
6166,"convex",-20
6167,"convex",-26.6666666666667
6168,"concave",5.1481481481481
6169,"concave",10
6170,"convex",-36.3333333333333
6171,"convex",-27
6172,"concave",45
6173,"convex",-15
6175,"convex",-11
6229,"convex",-16
6230,"concave",15
6231,"concave",10
6232,"convex",-27.3513513513513
6233,"concave",28.75
6234,"convex",-4
6235,"convex",-3.3333333333333
6236,"convex",-34
6238,"convex",-3
6239,"convex",-3
6240,"convex",-14.3157894736842
6241,"convex",-17
6242,"neither",0
6244,"convex",-48.2857142857142
6245,"convex",-8.3513513513513
6246,"convex",-26
6247,"convex",-14.3809523809524
6249,"concave",32.75
6250,"concave",19
6251,"convex",-42.2857142857142
6252,"convex",-12
6254,"convex",-43.8771929824561
6255,"concave",4
6256,"concave",27
6257,"concave",22
6260,"convex",-40.3191489361702
6261,"convex",-18
6262,"convex",-8
6263,"concave",27
6264,"convex",-46
6265,"convex",-28.9607843137255
6266,"convex",-35
6267,"convex",-9.4246575342466
6268,"convex",-10.063829787234
6269,"convex",-11.1428571428571
6270,"convex",-31
6272,"convex",-29.6493506493507
6273,"convex",-15
6274,"concave",6.57142857142856
6275,"convex",-17.8064516129032
6278,"convex",-3
6279,"convex",-8.8333333333333
6280,"convex",-33.5757575757576
6281,"convex",-31
6282,"convex",-10.8518518518519
6283,"convex",-25.7857142857143
6284,"convex",-33.2727272727273
6285,"convex",-24
6286,"convex",-31
6288,"convex",-6
6289,"concave",13
6290,"convex",-23
6291,"convex",-49.607476635514
6292,"convex",-13.4157303370786
6293,"convex",-1
6294,"convex",-9
6295,"concave",19.6666666666667
6296,"convex",-19.4883720930233
6297,"convex",-9.0588235294118
6306,"convex",-5
6307,"concave",10
6309,"convex",-16
6311,"concave",30
6312,"convex",-21.8771929824561
6313,"convex",-3
6314,"convex",-25.8076923076923
6315,"convex",-41.5
6316,"convex",-8
6317,"convex",-41
6318,"concave",2.1481481481481
6319,"convex",-40
6320,"concave",3
6322,"convex",-19.8387096774194
6323,"convex",-44.8518518518519
6324,"convex",-45.2857142857142
6325,"convex",-25.9411764705882
6326,"convex",-46.9411764705882
6327,"convex",-16
6328,"convex",-32.8695652173913
6329,"convex",-23
6330,"convex",-37
6343,"convex",-25
6347,"convex",-6.3809523809524
6355,"convex",-29.6666666666667
6367,"concave",3.8163265306122
6381,"convex",-15
6388,"convex",-38.7181208053691
6421,"convex",-25
