"lagoslakeid","lake_maxdepth_m","maxdepth_true_true","maxdepth_true_false","maxdepth_false_true","maxdepth_false_false","inlake_slope","slope_mean","dist_deepest","dist_viscenter","reservoir_class","shape_class","lake_perimeter_m","lake_islandarea_ha","lake_elevation_m","lake_waterarea_ha","lake_shorelinedevfactor","ws_lake_arearatio","hu4_zoneid"
"65989",12.2918672561646,12.5546486251367,12.5755879383411,9.11760527360137,9.13281210241821,0.0460030024794752,0.0345652627618077,272.909330879829,367.280471155306,"NL","convex",3913.5,0,366.3,76.405,1.263,0.836,"hu4_25"
"2319",4.69330406188965,3.75104645369363,3.66222743404591,28.3864269946134,27.7142799956124,0.0166867492178281,0.131221445222282,224.791923503352,299.452310673692,"NL","convex",3748.9,0.586,293.9,52.849,1.455,1.305,"hu4_25"
"5987",6.09570252971655,26.8793122745445,21.6568408753468,18.3904548138785,14.8173118962795,0.067882512364326,0.0481320930680003,395.968141695803,424.756520171817,"Res","convex",15369.7,1.797,157.2,264.45,2.666,11.63,"hu4_9"
"67499",6.09570252971655,26.1459265125397,18.0709516761627,7.16801510846897,4.95422698358089,0.379502113503406,0.108078243906775,68.8953383452106,83.1740636874587,"NL","convex",845,0,392.9,4.167,1.168,12.004,"hu4_7"
"18995",3.201096534729,3.34706832675647,2.75910978313274,4.02012369092755,3.31393372414084,0.00871626143255749,0.010690052164446,384.002746206568,421.626863955368,"NL","concave",3840,0,395.7,84.242,1.18,173.717,"hu4_25"
"99156",13.1004571914673,16.0367211842374,15.198394120731,21.7327326468473,20.5966439331701,0.0745498053979997,0.104942115365212,215.114192433126,279.819196347852,"NL","concave",4295.1,0,414.8,69.283,1.456,14.648,"hu4_25"
"7567",13,20.0745030100645,17.8766397364956,21.5305817374598,19.1732992266245,0.0842649002010072,0.0938559548142629,238.230899961649,290.238605858265,"NL","convex",4199.9,0,154.9,77.458,1.346,6.338,"hu4_8"
"8181",13,16.0802436704305,17.0682165907876,20.7945125423578,22.0721309482066,0.060110061027461,0.080696097278965,267.513347941609,380.601760429572,"NL","convex",3754.9,0,483.8,75.9,1.216,16.529,"hu4_4"
"21110",2.80233287811279,2.84379170952982,2.1988597164694,19.2404186635041,14.8769621155482,0.0100089056938293,0.0702730430690484,284.126136914556,299.730601767456,"NL","concave",3134,0,413.6,51.893,1.227,3.879,"hu4_53"
"15823",2.19439625740051,2.51378393342944,2.31003235144565,6.28945379532075,5.77967006109892,0.0105131435358589,0.0271704028371721,239.108685699502,299.778061684189,"NL","concave",3528,0,327.8,52.799,1.37,4.187,"hu4_25"
"33051",12.1920003890991,14.0807842749722,13.1839953019361,11.6841501576895,10.9400000580861,0.135551122143419,0.116859663061317,103.878035477081,145.65268284886,"NL","convex",1789.8,0,382.3,14.97,1.305,17.186,"hu4_4"
"54611",12.381646156311,12.5742724596912,8.84682013060545,7.79788933829065,5.4863233316576,0.0943437524572494,0.0606865593972974,133.281453537573,141.260490847892,"NL","convex",1944.1,0,341.5,15.307,1.402,2.644,"hu4_25"
"110865",5.18160009384155,6.26500683494258,4.32662140622428,9.9780266422663,6.89083744035553,0.0509832657245938,0.084303825105436,122.883592212109,130.048830039403,"NL","convex",1181.3,0,403.1,9.276,1.094,12.541,"hu4_4"
"8052",5,8.89786204261078,7.64473974618137,13.8843212901676,11.9289355473703,0.026946782479815,0.0435566285591939,330.201279105433,380.284952613451,"NL","concave",7852.2,0,37,186.867,1.62,85.349,"hu4_2"
"95",5.1813440322876,4.65103219402495,3.78283449212584,22.1788147405094,18.0387453569232,0.0115780656806818,0.0572561632207539,401.710641682166,434.434582351243,"NL","concave",5063.8,0,349.1,144.399,1.189,1.492,"hu4_53"
"299",5.1810941696167,5.6395124508887,4.42837089364874,48.3498707214708,37.9662536574238,0.0155010309557212,0.138109338150148,363.815314413474,382.782685468818,"NL","convex",6113.1,0,411.5,134.968,1.484,1.349,"hu4_25"
"80553",5.18047618865967,4.5206778367154,3.98552929212799,36.2670691128116,31.9738480620778,0.0252624214931349,0.210724626335941,178.948713920552,221.796699239645,"NL","concave",2360,0,268.4,33.25,1.155,14.205,"hu4_53"
"65917",5.17923164367676,4.72795614747629,3.5998388750026,43.2778302022414,32.951493357431,0.0106732822960142,0.101476516556398,442.971151361928,447.713811586208,"NL","convex",6591.1,0,378.2,170.096,1.426,1.905,"hu4_25"
"59046",8.82228469848633,6.84342013216254,7.06843657904672,21.7067714430281,22.4205052908861,0.0532944493929182,0.175732086430528,128.407746212158,190.163559553558,"Res","concave",5326,0,405.4,54.904,2.028,1.04,"hu4_26"
"4067",19.9401397705078,22.3344300646285,26.6160148217033,11.8009380500193,14.0632172453217,0.0306726487392034,0.0166616242465722,728.154593185895,1115.31749164657,"Res","convex",32348.8,4.438,401.6,1508.973,2.349,1.47,"hu4_54"
"86199",1.52392563242914,3.07238115239018,1.73394263638932,5.38854238153843,3.04110164719359,0.0529942605300935,0.0965284900062142,57.9757340069966,64.4245721580834,"NL","convex",1183.8,0,422,5.44,1.432,46.388,"hu4_9"
"3307",11.5326471328735,13.2407862548015,12.8530099980397,0.32622787500083,0.316673803076038,0.0952708405694192,0.00223721535009251,138.980470579071,193.033401786384,"NL","convex",2426.8,0,292,29.639,1.257,32.541,"hu4_25"
"5929",4.57177689728741,18.8299405833958,11.4900848437278,3.07481032126265,1.87625825547382,0.188773028995788,0.0318764566872564,99.7491044327943,99.8489980413709,"Res","convex",1530.1,0,455,8.756,1.459,17.03,"hu4_7"
"6099",4.57177689728741,15.3300780300167,10.4269030475474,2.31968705940715,1.57775792280571,0.164830182516882,0.0257525702567032,93.0052845658083,102.858441649669,"NL","concave",1168,0,162.6,7.518,1.202,43.05,"hu4_9"
"34662",1.82864153385162,1.90192469483385,1.39575597758427,0.0458930447352148,0.0336792995499299,0.00819395956471594,0,232.113019329964,237.621907449081,"NL","convex",2640.8,0,446.5,42.089,1.148,5.473,"hu4_25"
"7503",2,3.11465572398638,2.23403881158612,11.3783229704664,8.16129209113677,0.013511715247328,0.0511671107503582,230.515198623825,231.330898059045,"NL","convex",3054.7,0,62.8,37.18,1.413,78.928,"hu4_3"
"7604",2,4.33449843086673,2.85767346924113,19.1486663265399,12.6244446976907,0.0326285076888158,0.149815270985517,132.843906690605,133.47016889272,"NL","convex",1598,0,403.7,9.341,1.475,4.526,"hu4_2"
"8349",2,3.63361137629346,2.15741951838956,2.29433386150994,1.36223721854725,0.0396978856075649,0.0258822225580894,91.5316098246057,91.6419066096919,"NL","convex",939.7,0,184.2,4.281,1.281,37.356,"hu4_1"
"21113",5.02894878387451,5.61313817562952,7.61432063071001,29.2684610238729,39.7031820044611,0.0274319822967518,0.148664037852962,204.620217194226,372.574320712179,"NL","concave",3458.2,0,351.9,73.499,1.138,45.197,"hu4_53"
"2978",22.7309474945068,21.6273406989246,18.8665359133922,1.97301680590163,1.72115439177043,0.017494634667199,0.00145528990782217,1236.22705534252,1380.45447813073,"NL","convex",15319.5,0,367.8,1043.841,1.338,0.688,"hu4_25"
"2787",8.83407688140869,11.7265244509844,10.8018368645368,14.1451931053369,13.0297829488936,0.0461446260111233,0.0577258848969551,254.125463020497,317.848514394857,"NL","convex",3965.3,0,314.7,61.938,1.421,205.605,"hu4_25"
"388",8.83509254455566,9.99284299855829,8.80393549766538,1.30840175690903,1.15273347880289,0.0489718197102854,0.00646771933863619,204.052923858566,249.497174405475,"NL","concave",3779.1,0,382.5,53.362,1.459,7.291,"hu4_25"
"134617",12.9353055953979,13.6166421005989,10.9928862879628,5.60103012207333,4.5217820056164,0.0872543937657654,0.0371485115527376,156.056807146615,181.802902367163,"NL","convex",2075.6,0,278.1,20.741,1.286,19.196,"hu4_29"
"2584",24.564208984375,30.9063999119404,25.0029104999494,14.9406954834021,12.0868452179116,0.0727708337088652,0.0364071982802556,424.708613832677,455.653183615371,"NL","convex",6048.4,0,303.1,123.951,1.533,7.471,"hu4_25"
"97079",14.4670448303223,18.8637882664434,15.0622750984924,8.52804087558038,6.80943275575675,0.100712538608599,0.0471812200867115,187.303274518321,211.466748604966,"NL","convex",2901.5,0,347.9,42.535,1.255,21.184,"hu4_25"
"3707",9.23718166351318,8.77258105021255,9.38511491253375,0.837475774158788,0.895951411785811,0.0416207488834941,0.00392954920168822,210.774224047938,307.031174685208,"NL","convex",3713,0,385.5,58.328,1.371,3.545,"hu4_28"
"2546",8.33781337738037,7.88626881608282,7.43691619504579,1.98213121629265,1.86919113295894,0.0335062042756659,0.00855900723851638,235.367418857715,302.582488564484,"NL","convex",4135.9,0,340.6,62.017,1.482,5.957,"hu4_25"
"2029",11.8382511138916,12.4495693111227,9.48261261360407,31.24501385865,23.7987640474889,0.0389877796969026,0.101632301459957,319.319781939565,329.343257221745,"NL","convex",3319.6,0,280.8,62.891,1.181,2.954,"hu4_29"
"124012",2.4382803440094,1.7664760354137,1.5183770369625,13.6447791230491,11.7283896749899,0.00404908845201578,0.0323457448294269,436.265114073831,495.180793849383,"NL","concave",6933.2,0,275.2,157.438,1.559,3.785,"hu4_25"
"7521",9,12.9881848545529,10.1847316496518,41.5696495242761,32.5969894882127,0.0405525384074894,0.134877394235283,320.28044025363,339.321950044078,"Res","convex",8087.3,0,138.2,187.159,1.668,6.919,"hu4_8"
"8031",9,13.6857957553953,11.6247504463082,86.4559148114231,73.4358785015378,0.030685088067554,0.201541338781798,446.008032477068,500.023654713835,"Res","convex",13237,0.393,121.4,214.695,2.548,6.487,"hu4_2"
"8517",9,23.7059463523652,18.7862847068518,26.9584575113847,21.3638068077341,0.240930669552894,0.284951944521682,98.3932282110759,121.37797600623,"NL","convex",2207.6,0.031,154.9,14.043,1.662,9.772,"hu4_8"
"13785",3.84171581268311,4.18018748372031,4.50880854810167,7.4607351470205,8.04725303279229,0.0106339217455767,0.0195472915980357,393.099327203447,556.860847794226,"NL","convex",7798.6,0,352.3,250.684,1.389,10.89,"hu4_25"
"3163",9.04369640350342,8.32604149208594,10.770271337151,18.1618452960611,23.4935175386606,0.0613331820205429,0.139036847295763,135.751011406798,244.245559097333,"NL","convex",2481,0,365.7,36.037,1.166,34.26,"hu4_53"
"882",29.2561511993408,31.4886675622133,26.2292211497611,39.6732975387699,33.0467998631164,0.0872725738133376,0.114234025482903,360.80828359162,401.485935853369,"NL","convex",6521.8,0,438.7,145.769,1.524,0.931,"hu4_25"
"8462",16.1543998718262,13.1317934430883,18.3715751357743,11.9962901301863,16.7829890435311,0.100531426011627,0.0953770912153981,130.623765762256,253.233781409915,"NL","convex",2959.9,0,344.8,38.736,1.342,5.899,"hu4_1"
"8467",3.35279989242554,4.58513032243759,3.94530080544069,19.5854015356946,16.8523673308758,0.0103046401534062,0.0456051321046842,444.957830082206,505.09050826127,"NL","concave",6359.9,0,69.3,145.134,1.489,14.462,"hu4_3"
"6015",3.04785126485827,14.7035668911287,10.0725922583932,0.0778819928099408,0.0533526023756148,0.089328208299264,0.000286665857945172,164.601609850601,165.156178229401,"NL","convex",2656.6,0,207.1,14.13,1.994,108.412,"hu4_8"
"6244",3.04785126485827,7.05483110680313,14.3152958476426,2.19821147810543,4.46049624269781,0.0611786319063191,0.0196340490811279,115.315280629452,317.729206204288,"Res","convex",10281.9,0,34.9,103.764,2.847,5.572,"hu4_9"
"2063",4.85574436187744,4.26856023543261,3.58174812826224,48.9231779579906,41.0514298533529,0.00853212560278945,0.101570318243889,500.292709478757,551.566396944704,"NL","convex",3812.6,0,375.1,110.803,1.022,1.79,"hu4_25"
"114926",9.14400005340576,15.0551384658538,10.4892982549376,4.90955136981157,3.42060943064002,0.137939355890651,0.046610894402343,109.143169247423,118.947785327248,"NL","convex",1825.9,0,319.3,15.94,1.29,13.741,"hu4_2"
"7494",9,17.5325502659579,14.9939894368003,14.7895295980166,12.6481343104132,0.0570570969610544,0.0498868981902252,307.28079765301,353.971284460458,"Res","convex",7232.2,0,116.2,138.203,1.735,5.157,"hu4_3"
"97084",2.74292421340942,2.46626042351433,1.83252434608291,20.8990812807452,15.5288042140974,0.00733352759997677,0.0644722083825288,336.299330696205,337.728680296642,"NL","concave",3892.9,0,268.9,84.047,1.198,0.732,"hu4_25"
"135708",2.10963082313538,2.0173229322536,1.58351233757548,17.3826084825522,13.6446052098442,0.006438612989298,0.0575355996464899,313.316382830698,332.766239780539,"NL","convex",4073,0,285.9,84.345,1.251,15.476,"hu4_25"
"105285",12.3618793487549,10.2198021984857,7.30458643661812,2.83743809589667,2.02805410784774,0.069302080658838,0.0198198180171217,147.467465642136,155.896961269341,"NL","convex",2063.3,0,296.7,21.327,1.26,6.684,"hu4_25"
"12189",2.13359999656677,0.568727198042494,0.513283772942168,3.51485887604384,3.17220634333062,0.00772356181437195,0.0494736762470563,73.6353526664615,106.883703301701,"Res","convex",2926.6,0,81,11.603,2.424,70.532,"hu4_8"
"99562",2.13359999656677,2.79049858693977,3.01915354362384,6.78954286558312,7.34588166363897,0.0171951953951884,0.04333750154051,162.283621837796,244.218558753667,"NL","convex",3798.7,0,296.7,48.952,1.532,8.726,"hu4_1"
"3238",4.26697063446045,6.17413532266373,5.39786071173185,25.7989001495731,22.5552020235268,0.0131992764909577,0.0571966775565089,467.763163147115,537.918704065457,"NL","concave",5333.7,0,416.7,147.679,1.238,3.115,"hu4_53"
"2817",30.9701309204102,34.2840447791313,41.2630253164144,34.4954047139986,41.5174104217744,0.132020108851705,0.13804404447359,259.688051141071,416.597421566272,"NL","convex",3398.1,0,302.5,76.049,1.099,16.2,"hu4_25"
"42833",6.22904014587402,8.6354766468723,10.8566724967611,29.3697134461627,36.9241181752484,0.0274770572791114,0.0970552637138075,314.279529978531,520.508975237517,"NL","convex",8570.9,0,422.8,216.711,1.642,3.836,"hu4_28"
"6056",4.57177689728741,23.0656818444596,27.909561293806,6.62538200970826,8.01673700963012,0.289776032702787,0.0864230403641314,79.5983078011052,144.459718711404,"NL","concave",2144.2,0.033,180.3,17.69,1.438,39.575,"hu4_9"
"6235",4.57177689728741,6.87149731131551,7.19608775902924,8.5087397659675,8.91066899987216,0.124085820716851,0.159710003017016,55.3769743522545,96.2315588410801,"Res","convex",2336.9,0,355.8,10.712,2.014,11.203,"hu4_7"
"129513",2.61791610717773,1.12985090883276,5.61288809664624,9.43630460766063,46.8777972337821,0.0104072054005223,0.0902570666645196,108.564294193334,701.998940714366,"NL","convex",7919.6,0,395.1,266.636,1.368,2.675,"hu4_25"
"7498",5,12.436155824009,12.033703945811,3.70749703256789,3.58751709943696,0.100078923060058,0.0308464356757961,124.263485694645,174.573375555462,"NL","convex",1855.5,0,424.1,13.928,1.403,24.046,"hu4_4"
"8146",5,7.10439588935868,4.75972601126673,1.67012321169321,1.11893101349031,0.10993036778728,0.0266906322503803,64.6263269409413,77.7374199942665,"NL","concave",1477.6,0,36.4,7.822,1.49,28.491,"hu4_8"
"8387",5,10.0282844491868,7.61340288662965,26.1995381680231,19.890504754576,0.0394101509900664,0.10695365173242,254.459427260619,266.371698322476,"NL","concave",2693.8,0,52.2,45.028,1.132,3.942,"hu4_3"
"60737",12.0770778656006,13.4718017569147,22.2382412202838,13.2642162555497,21.8955746240493,0.0517434659255104,0.0528175181776086,260.357544975991,564.130436427256,"NL","convex",7114.7,0,419.4,183.421,1.482,1.074,"hu4_25"
"67",18.1782131195068,19.6863017674244,18.5292679416558,7.71573989820728,7.26225847957786,0.0624399278873465,0.0252643492016839,315.283864564069,396.715936658662,"NL","convex",4468.7,0,295.2,89.77,1.33,2.153,"hu4_25"
"123232",8.3784761428833,6.3288937202452,4.99876080750154,15.8117371367429,12.4886110260997,0.0209452136407638,0.0542560073126147,302.164199840284,323.6028287858,"NL","convex",3435.7,1.258,386.1,55.931,1.296,9.425,"hu4_54"
"5637",7.61962816214569,30.7536907153188,33.0959103373725,7.86952456680262,8.46887230126551,0.164200290649614,0.0435243216904439,187.293765398649,276.910982004231,"Res","convex",12905,2.965,84.5,137.935,3.1,4.311,"hu4_8"
"1401",7.61962795257568,9.2201657173469,11.408168055444,33.6809343014651,41.6736282789987,0.0250438772694107,0.0950085425230855,368.160473642341,596.535358292723,"NL","convex",7925.7,0,350.9,224.577,1.492,22.493,"hu4_53"
"37265",36.8807983398438,34.2643933961866,31.7788648600148,62.6186208188261,58.0762853646041,0.0490326012971057,0.0930553548921536,698.808394614159,838.912917294611,"Res","convex",47223.7,11.458,98.6,1739.954,3.194,4.844,"hu4_6"
"79441",11.8815879821777,15.4645713103507,12.4660053068583,50.3997195839048,40.6272608007316,0.0332835938322521,0.112689493344505,464.630453919473,494.610345266946,"Res","convex",10212.9,0.216,374.3,229.67,1.901,5.207,"hu4_25"
"14066",16.6840438842773,19.0717759540368,19.2628158733454,28.1080537094646,28.3896090468134,0.023206411985836,0.0353903635717903,821.83217145663,1067.89671928503,"NL","convex",13218.6,4.755,401,565.237,1.568,1.784,"hu4_54"
"2670",11.8842086791992,13.8187878936836,16.687097308008,49.2528749538752,59.4760932274054,0.0374706972442934,0.138792274159613,368.789184882011,583.711095989261,"NL","concave",6206.4,0,364.1,227.821,1.16,1.025,"hu4_25"
"132634",11.8845844268799,8.57976100777795,8.38135063167583,3.95870948886931,3.86716276188547,0.0293535169802245,0.0138901554555513,292.290733459917,382.592709829908,"NL","concave",3855,0,371.7,80.228,1.214,6.007,"hu4_25"
"800",17.588939666748,28.5545077798807,31.2722203424071,9.42405088414047,10.3209972323371,0.0739950659631722,0.0252110286947165,385.897456920877,555.128287519556,"NL","convex",9318,0,271.9,237.459,1.706,1.881,"hu4_25"
"134691",15.1107959747314,17.6787746162156,12.8604953756791,20.3418191499427,14.7977377838611,0.0946486685665044,0.113140546687492,186.783130539165,194.249024491262,"NL","convex",3258,0,289,42.294,1.413,4.349,"hu4_25"
"3177",2.89516925811768,1.97927949548062,1.4906552305866,20.6905392434872,15.5826706725278,0.00457583282656503,0.0495782610330003,432.550657006065,433.229875243804,"Res","convex",21932.7,3.009,290.3,243.707,3.963,25.055,"hu4_29"
"5673",6.09570252971655,23.7592012768106,14.5158650254976,0.85602419407305,0.522994502843523,0.237608909592305,0.00870410801520155,99.9928888086613,100.131184971533,"NL","convex",980.6,0,121.8,4.696,1.277,50.455,"hu4_9"
"46717",6.09570252971655,23.2079538605577,27.0616495321771,15.0018307309089,17.4928943766499,0.130150560279007,0.087354826700367,178.316204024064,284.924655618423,"NL","concave",3337.1,0.24,118.6,43.939,1.42,1.718,"hu4_8"
"2770",23.0964584350586,26.1076280539336,18.5944336277787,33.071689465833,23.5543931245139,0.120220525170326,0.158291895170576,217.164481829911,217.900636366526,"Res","convex",12059.6,4.45,481.5,88.136,3.624,6.988,"hu4_26"
"55548",10.5991010665894,10.326751959782,11.2307227691375,8.0083639420485,8.70939048577692,0.0375619974276684,0.0301110681231248,274.925527580577,399.532642869866,"NL","convex",6447.2,0,376.6,150.524,1.482,3.911,"hu4_25"
"4047",19.0005359649658,21.9364718850849,27.1942287749376,16.1633692060945,20.0374227116794,0.11073105210848,0.0847102831551909,198.105874254625,332.323396084747,"NL","convex",3860.2,0,390.9,63.853,1.363,3.536,"hu4_25"
"5826",3.04785126485827,16.8949145175649,11.8080735658551,0.389286091394493,0.272077067958608,0.0884684790506555,0.00191578726937663,190.971006836132,191.22350249709,"NL","convex",1791.9,0,444.3,16.819,1.233,17.197,"hu4_6"
"306",6.09570264816284,5.60223604565456,5.61307368040694,15.3873723174438,15.4171394889118,0.0193137367049225,0.0550051010339369,290.064845102021,389.004333973197,"NL","concave",2968.3,0,332.4,60.772,1.074,138.44,"hu4_25"
"71100",10.005955696106,10.4855456265906,8.28689551504642,17.3300625921145,13.6962274624866,0.0230538061651836,0.0394500502759376,454.829261227422,475.631716059998,"NL","convex",4162.3,0,411.6,113.781,1.101,27.645,"hu4_53"
"17846",6.09341430664062,4.54065171581112,4.16388455727289,14.9064020308331,13.6695217130521,0.0170815407025311,0.0581571371587487,265.822140688884,330.029198291856,"NL","concave",3056,0.426,409.6,47.824,1.247,3.581,"hu4_25"
"88977",5.90728855133057,0.151635508411603,0.705645185776119,0.562893725841821,2.61946065209005,0.00381367932714461,0.0145283665778974,39.7609487856798,256.110030330399,"NL","convex",2058.9,0,272,27.227,1.113,4.464,"hu4_29"
"857",10.7905759811401,14.6077195058776,13.1198853178325,0.0733739595525559,0.0659006311188735,0.0393629678679929,0,371.103102664053,442.716966021002,"NL","convex",5455.7,0,266.3,114.214,1.44,5.619,"hu4_25"
"22196",13.0896129608154,17.011726007072,13.1040370791607,19.5337312051005,15.0467235305568,0.0546649012610559,0.0651224223705244,311.200159785002,324.932926258714,"NL","convex",3278.2,0,405.2,65.13,1.146,3.458,"hu4_25"
"3586",13.6150321960449,16.8077162325179,22.0772033449376,21.7836441080149,28.6131639726257,0.0491943762895313,0.0661521143292912,341.659301331454,588.037487844574,"NL","convex",6236,0,394.5,168.659,1.355,1.634,"hu4_25"
"96068",13.0845012664795,15.8488491777073,14.3218182132949,25.5138320426735,23.0555834270718,0.0855824112171325,0.143183864830273,185.188159018994,233.85355976902,"NL","convex",4578.8,0,286,64.989,1.602,9.331,"hu4_25"
"3784",17.315860748291,9.4668607780309,14.2703682342789,15.4680148349182,23.3165219942619,0.101132478807074,0.171772876824032,93.6085112290228,200.83050726605,"NL","convex",2066.8,0,355.3,27.362,1.115,2.757,"hu4_53"
"84699",17.9173488616943,19.891299320228,17.3382364385991,11.1937355311626,9.75701135184671,0.0635195627513122,0.0369969407358357,313.152333842492,366.770140116139,"NL","convex",3547.1,0,395.2,76.928,1.141,14.704,"hu4_25"
"107313",14.9192190170288,16.5425173823244,16.6116123876375,29.7407722799134,29.8649939307786,0.0505100099361451,0.0943054482963516,327.509683788173,437.144684671216,"NL","convex",4376.5,0,405,104.339,1.209,1.666,"hu4_25"
"116877",4.51933193206787,6.75165950817892,6.25376651233007,0.144661336781252,0.133993460792205,0.00922795417021954,0,731.652908503586,876.141104942698,"NL","concave",13054.8,0,391.6,501.84,1.644,10.871,"hu4_54"
"1004",9.72268486022949,15.0137034993351,11.8712506046142,8.45717936649152,6.68704398433336,0.0241657320351454,0.0139617121124193,621.28072418828,641.484464222757,"NL","convex",5256.2,0,273.5,194.414,1.063,3.089,"hu4_25"
"108335",3.62280964851379,3.65916723426494,2.88214980951905,7.93323345008816,6.24862593404667,0.00974719517664036,0.0217881558142687,375.40719847637,395.377703017753,"NL","convex",3063.8,0,369.2,62.543,1.093,5.268,"hu4_25"
"78348",2.12323522567749,1.52697889448854,1.20887896807229,12.2957303997446,9.73428639451955,0.00192065378279871,0.0158905067498429,795.030790121624,815.369955534804,"NL","convex",8041.6,0,335.8,433.495,1.09,0.6,"hu4_25"
"66444",1.52392563242914,5.33023278046564,3.60112060958592,8.1459430915365,5.50342260078245,0.0859573043159486,0.136514611801408,62.0102366271701,75.9712796904845,"Res","convex",1396.2,0,306.9,5.717,1.647,55.967,"hu4_7"
"1266",7.92397165298462,11.686567245312,13.1041899585581,7.25831132192565,8.13877063677715,0.0291750556046223,0.0186530887350059,400.567094153556,588.518725029221,"NL","convex",5410.7,0,363.5,172.691,1.161,1.772,"hu4_25"
"110696",7.92440128326416,8.1638419201268,6.95608177309342,27.6638797501673,23.5712807261459,0.0301107803035083,0.10598720360297,271.126880068784,313.984567291525,"NL","convex",3324.5,0,406.4,65.841,1.156,7.579,"hu4_54"
"1258",11.5245714187622,11.9388825140913,11.5672392237881,19.9832732281123,19.3612175704946,0.0500049783452284,0.0869049198828037,238.753878297211,314.368954455045,"NL","convex",3848.6,0,294.8,71.421,1.285,7.412,"hu4_25"
"8346",8,8.18372458499014,6.51440622822872,36.0298132157914,28.6804421602064,0.0610302291837638,0.279441962057749,134.092968262477,157.581517963467,"Res","convex",1906.7,0.07,255.4,19.354,1.223,3.084,"hu4_6"
"8401",8,10.6601499680853,10.7798970502929,32.6268965021711,32.9933993815227,0.0657644539033572,0.2092821376965,162.095924703499,229.538642217104,"NL","convex",3125.5,0,109.8,41.535,1.368,53.958,"hu4_4"
"8439",8,13.4228211341337,10.4920674660198,20.5430867302378,16.0576863671261,0.066529751009229,0.105766701986288,201.756671722275,221.720889726193,"NL","convex",2165.3,0,105.8,24.632,1.231,7.459,"hu4_3"
"4066",1.57386493682861,2.84719103132904,3.05427819018706,15.728924853623,16.8729500784804,0.00416312177180689,0.0237305111834836,683.907698931731,946.558769093804,"NL","convex",12605.7,0,399.2,505.171,1.582,3.585,"hu4_25"
"2118",22.2263050079346,22.9795236364428,17.6960327567485,12.4051598921073,9.55294458129224,0.0800764452026766,0.0447847845548678,286.969827123079,301.365311759701,"NL","convex",3856.9,0,415.3,74.383,1.262,1.222,"hu4_54"
"15860",28.9276905059814,50.5235946676514,42.3478589819486,273.320515082978,229.091748236559,0.0654139865351222,0.368096083360733,772.366849106867,837.988260195923,"NL","convex",12400.2,0,383.8,541,1.504,2.42,"hu4_53"
"3602",4.57177689728741,27.0136636496015,21.2893019630763,9.35787917895008,7.37488695198114,0.113366909826269,0.0406671307653996,238.285260584407,259.584947066058,"NL","convex",11550,0.363,14.2,116.097,3.024,4.838,"hu4_10"
"6282",4.57177689728741,11.9332193787924,7.35608809373964,8.85602710971928,5.45919030831007,0.141057643243501,0.108745728428713,84.5981763511579,88.8776527899507,"NL","convex",1216.7,0,484.9,6.247,1.373,10.372,"hu4_7"
"90901",3.11909174919128,4.3748870256774,6.21698600916381,42.3415190649059,60.1699266948508,0.0201353394196533,0.202615658283079,217.274063997513,411.826217887403,"NL","concave",6126.5,0,435,114.657,1.614,1.34,"hu4_25"
"2738",10.3292198181152,11.1987500905329,10.7221731499582,77.010965151083,73.7336663574046,0.0355572401989714,0.254281669677015,314.949923781118,402.748410747182,"NL","concave",6173.3,0,311.9,143.492,1.454,3.822,"hu4_25"
"91908",7.55022192001343,8.27391254632064,8.66699640593865,6.64537611877455,6.96109012696078,0.031025907999518,0.0257293515285452,266.677531128152,374.809629023146,"NL","convex",4397,0,382.5,90.837,1.301,1.988,"hu4_25"
"1361",17.3665771484375,16.8285743798085,12.7073151784192,16.1363296927086,12.1845988020327,0.0924025040012252,0.0920081399171843,182.122492909774,196.319528003307,"NL","convex",2336.3,0,256.1,29.524,1.213,15.261,"hu4_25"
"1214",8.43349552154541,6.72728564378078,11.461945452183,15.3278750756155,26.11562483258,0.0395155158971006,0.0934997133444946,170.244155771591,388.29442284108,"Res","convex",15337.5,1.1,353.8,227.048,2.871,10.068,"hu4_26"
"3560",14.5345964431763,16.7725112355351,22.6351770066453,0.0625084168487365,0.0843576170501329,0.0530526354001252,0,316.148502502017,560.199280571942,"NL","convex",6638.4,0,371.5,237.869,1.214,3.637,"hu4_25"
"59799",12.7361660003662,12.6958087413799,17.980100328131,15.6286273171466,22.1336263705184,0.0391622875706585,0.0499688095306087,324.184554297895,601.054055019368,"NL","convex",6988.6,0,272,223.956,1.317,2.319,"hu4_29"
"1971",11.537540435791,13.4443995607346,10.5345889071672,34.3434447566722,26.9103927277047,0.0185695261011248,0.0491637026405869,724.00337453524,737.209844895377,"Res","convex",25578.7,28.416,492.3,649.198,2.832,6.036,"hu4_26"
"19035",2.43822932243347,2.46227624097313,1.97408175472349,11.7610553370371,9.42919578672553,0.00631169639137005,0.0311711849424362,390.113226032194,416.867469454747,"NL","concave",5941.1,0,323.8,148.422,1.376,35.006,"hu4_53"
"1020",7.24090242385864,14.9712056059791,19.9683960734956,39.0450824951742,52.0778147402215,0.0466173168398687,0.126329652643757,321.151164864453,562.328799184783,"NL","concave",6963.6,0,398.2,212.788,1.347,2.345,"hu4_25"
"2846",22.8414459228516,26.1518586916667,20.8061629498885,41.8446279599105,33.291176668402,0.0471870431236359,0.078374799223536,554.216940933247,578.163962838787,"NL","convex",6734.6,0,386.5,288.147,1.119,1.254,"hu4_54"
