"lagoslakeid","lake_maxdepth_m","maxdepth_true_true","maxdepth_true_false","maxdepth_false_true","maxdepth_false_false","inlake_slope","slope_mean","dist_deepest","dist_viscenter","reservoir_class","shape_class","lake_perimeter_m","lake_islandarea_ha","lake_elevation_m","lake_waterarea_ha","lake_shorelinedevfactor","ws_lake_arearatio","hu4_zoneid"
"120319",15.5440414507772,31.7587585365702,27.5772451303117,10.7992504072364,9.37736830490538,0.281936154647912,0.099572537774276,112.645214219621,146.346920955242,"NL","convex",1455.1,0,1.2,12.165,1.177,11.024,"hu4_11"
"108331",10.3406114578247,11.2187879529036,9.11033847919146,15.9425718918921,12.9463384791394,0.0598342619149226,0.0882890082282172,187.497724445158,214.867843634369,"Res","convex",6781.5,0,392.9,77.469,2.174,11.789,"hu4_25"
"15849",4.63627624511719,1.04463032219845,0.831523172337525,4.96980237443862,3.95595049125781,0.00356878721731777,0.0174648674428189,292.712974628836,316.479558973333,"NL","concave",2881.3,0,418.1,49.678,1.153,3.445,"hu4_53"
"6093",10.667479427004,37.5064469418202,43.3951573155648,34.6949654732612,40.1422583990888,0.184499164982338,0.17742173946663,203.287895343107,319.256300367991,"NL","convex",4449.1,0,67.1,65.046,1.556,7.6,"hu4_9"
"6142",10.667479427004,38.3935054613362,26.1151907502543,20.9488326750058,14.2493568828684,0.252354476609396,0.143101543774179,152.141170535933,153.485664253679,"Res","convex",1708,0,590.7,15.474,1.225,15.935,"hu4_7"
"13270",14.6296860713197,51.7586758276322,35.846061220988,32.4919964031911,22.5027026607028,0.292191914248336,0.190698974235377,177.139315989566,177.641278503603,"NL","concave",2463.7,0,267.7,23.004,1.449,8.936,"hu4_11"
"5780",4.57177689728741,22.1111960287299,17.5041725610798,0.0365705373175081,0.0289508082251777,0.1195441323291,2.22044604925031e-16,184.962620899357,207.524138114557,"Res","convex",9970.6,0.886,112.9,59.971,3.632,137.439,"hu4_9"
"5848",4.57177689728741,19.4808751458307,12.3293606962164,20.8561240886212,13.1997497385887,0.172451010028418,0.191946787785841,112.964691494822,113.224093618324,"NL","concave",2153.2,0,252.8,16.017,1.518,3.615,"hu4_9"
"7614",7,9.16235239648544,9.14397516906706,8.52236016611162,8.50526659187036,0.103607198068298,0.100093573358532,88.4335506346345,134.318496251306,"NL","convex",1568.9,0,265.7,12.587,1.247,4.643,"hu4_4"
"5819",30.4785126485827,119.378071992272,90.672926962411,4.75469575913481,3.61140177673858,0.318591390642816,0.0130007136146058,374.705894441795,381.427712591699,"NL","convex",4604.5,0.039,437.3,94.747,1.334,4.478,"hu4_6"
"6148",7.61962816214569,23.6915934620635,19.8233197405231,5.67512548508734,4.74851247294192,0.407021178454354,0.101267924601162,58.2072745011238,84.5406686802631,"NL","convex",1104.3,0,127.2,6.486,1.223,5.478,"hu4_9"
"3792",24.3828105926514,19.4796993512048,20.779448303662,56.7193658397185,60.5038665655808,0.0327328806430984,0.0989889626630846,595.111061675288,822.176856177015,"NL","convex",8812.5,0,418.3,383.68,1.269,3.415,"hu4_25"
"4686",40.5364218226151,137.187280650925,144.171886958165,74.4968366119241,78.2896887801445,0.193737809586952,0.109289066875142,708.107936924688,959.784333917413,"NL","convex",83567.4,4.042,433.1,2514.659,4.701,5.145,"hu4_61"
"7122",13.7153306918622,50.9501158997804,46.4644348913463,19.1327365590408,17.4482781136257,0.276861845489639,0.107999969164599,184.027220542699,234.457647419107,"NL","convex",4075.1,0,39.4,44.015,1.733,7.333,"hu4_11"
"31569",27.4306621551514,33.5498989439405,27.1250185439532,39.2145757314657,31.7048971052529,0.0373140029766881,0.0451866527414912,899.123553291797,938.112172092946,"NL","convex",13543.9,0,394.6,712.604,1.431,11.607,"hu4_25"
"8903",12.8006401062012,4.83401452649818,9.26420961045375,31.705071478545,60.7615939674133,0.0150715335353982,0.102674832480672,320.738066577275,796.835110993838,"NL","convex",6985.4,0,404.8,350.751,1.052,5.688,"hu4_25"
"26",13.7153306918622,90.6332730179305,91.2287245032657,51.3638405041685,51.7012957686902,0.381608849694106,0.22487767525021,237.503069152042,324.112000268938,"NL","convex",8940.9,0,10,167.84,1.947,4.55,"hu4_10"
"27",13.7153306918622,85.0737274167699,62.1628306273959,23.7773483042123,17.3739569228278,0.335050537121858,0.0972558315278493,253.913120532705,256.742653257738,"NL","convex",6841.3,0,276.3,78.673,2.176,7.75,"hu4_11"
"5776",13.7153306918622,60.3687060070059,46.2444037732682,20.4720453116752,15.6822564549898,0.440843722491598,0.155386963706257,136.939016996338,155.264737584224,"NL","convex",2256.2,0.007,307.7,18.143,1.494,1.563,"hu4_9"
"55117",13.7153306918622,73.0659643416218,54.8983501492364,28.7976270102081,21.6371907949066,0.17993969246166,0.0736056921731028,406.058070579342,407.211389803322,"NL","convex",4756.1,0,194.2,80.687,1.494,10.929,"hu4_11"
"1683",16.7631819567205,64.5084875098907,65.8937881371704,32.9203698812659,33.6273250558048,0.483241491664214,0.256459647548572,133.491201857963,194.855314631097,"NL","convex",2098.8,0,333.3,22.381,1.251,2.275,"hu4_32"
"3926",15.2392563242914,88.7988203254419,64.7358687349313,10.8665791564697,7.92192327885481,0.410089215903054,0.0520241342411684,216.535370553207,221.913589907216,"NL","convex",2617.4,0,248.9,26.576,1.432,2.579,"hu4_37"
"4144",15.2392563242914,75.4496200878984,60.903722741066,0.0872023297999919,0.0703906329856462,0.171070978595087,2.22044604925031e-16,441.042780648858,471.296703449538,"NL","convex",4577.5,0,180,131.862,1.125,2.281,"hu4_30"
"132321",11.2770500183105,12.4446957827445,9.86786128703369,55.5748434412741,44.0673565429787,0.0126280255654108,0.058487006417743,985.482308242357,1006.68387749046,"NL","concave",11377.7,0,453.2,584.739,1.327,2.476,"hu4_54"
"3458",9.14355379457482,40.8437731525315,30.528041372447,21.5704135603704,16.1224692716952,0.157606683219524,0.086423071639627,259.150007589728,267.018359885489,"NL","convex",2549.5,0,229.1,38.908,1.153,5.314,"hu4_37"
"492",7.61962816214569,26.9367722731141,18.1958714851223,5.77699048808544,3.90237462106383,0.176991357163377,0.0393002573598992,152.192585586252,152.630393222835,"NL","convex",1756.4,0,278.5,15.471,1.26,31.787,"hu4_37"
"3628",6.09570252971655,25.2810686165528,18.7029147086533,28.8608775124335,21.35125451851,0.130149147676336,0.154430268591031,194.246901097067,204.100152759991,"NL","convex",2233.9,0,359.9,23.227,1.308,3.424,"hu4_30"
"1263",3.04785126485827,16.6419500976452,12.1992149441064,45.4291706612432,33.301398837112,0.0559947254837335,0.158880608947041,297.205673460792,297.431696371328,"NL","convex",3034.7,0,524,45.863,1.264,2.854,"hu4_32"
"3726",3.04785126485827,8.653903400381,22.3625890220565,3.00668151907352,7.76957865375451,0.0711968828723069,0.0255391478597396,121.548908481035,418.540565328985,"NL","convex",7121.9,0,299.5,142.902,1.681,1.785,"hu4_37"
"7479",13.4111995697021,24.2506589526202,25.7014201050706,25.1306600655213,26.6340660319211,0.146600613118403,0.157908629083488,165.419901300372,243.884651846527,"Res","convex",5253.8,0,231.8,68.552,1.79,8.911,"hu4_6"
"7817",19.2024002075195,8.4533171824993,13.6114018021454,95.3468615138417,153.526055466749,0.0216414387313633,0.253845084849675,390.607911397709,814.791960174673,"Res","convex",83868.2,126.805,483.8,2799.213,4.472,8.692,"hu4_6"
"8162",8.22959995269775,16.9231809901426,15.3107032136341,17.057762445359,15.4324614528255,0.0573343885316538,0.0599407476547807,295.166329031301,359.323787729564,"NL","convex",6531.9,0,376.9,117.951,1.697,3.797,"hu4_4"
"7581",8.83920001983643,17.1149870030839,11.7728275507945,2.97339463092071,2.04529879128627,0.117608126092847,0.0210593785199732,145.52554803545,149.22686867358,"NL","convex",1718.6,0,127.6,16.183,1.205,13.656,"hu4_8"
"7758",9.75360012054443,10.7274919869497,21.9129380161844,63.1528903485264,129.00176233491,0.0316665047462641,0.193815995238428,338.764637048089,894.129098828643,"NL","convex",9611.4,0.341,89.7,350.943,1.447,4.44,"hu4_2"
"1140",7.61962816214569,1.76711658148304,5.50569864690005,0.392434504959916,1.22268453909329,0.00990188232517965,0.00208284742803293,178.462692592237,723.014084132932,"NL","convex",8098.2,0,186.5,356.428,1.21,3.755,"hu4_30"
"22",18.2871075891496,103.942882293312,79.8597775330721,47.9639978046791,36.8509522707828,0.471066956874756,0.22602858316869,220.654157071237,236.602439878428,"NL","convex",4253.1,0,9.7,55.968,1.604,3.234,"hu4_10"
"6137",18.2871075891496,60.0680930220084,72.8175626119833,33.2497113786731,40.3069719436541,0.351674020296438,0.202394309238326,170.806171497613,283.834911873204,"NL","convex",2439.6,0,274.2,34.342,1.174,6.269,"hu4_8"
"8339",26.8199996948242,27.9806249920724,27.3009827806572,73.6439432897577,71.8551507774759,0.0404908392797962,0.110709585338162,691.035935282131,871.802749197267,"Res","convex",45927.1,7.605,77.6,1595.231,3.244,4.367,"hu4_4"
"37958",3.96167635917664,4.3541642980171,3.30969632236216,0.0879676694400336,0.0668661658369297,0.00978653822877947,4.44089209850063e-16,444.913635059711,448.86278277906,"NL","concave",4164.8,0,309.1,101.364,1.167,44.161,"hu4_55"
"5421",5.18134715025907,36.9262161731101,33.8046327276401,44.9320467971107,41.1336848746378,0.0311461316961314,0.039238208477493,1185.57952985528,1389.18523579574,"NL","convex",20415.3,3.19,426.5,1257.586,1.624,4.775,"hu4_56"
"3582",12.1914050594331,79.7218130722145,60.8049554860557,14.7957650714943,11.2849394900165,0.181312922589917,0.0348164931947401,439.691842883834,445.301841724367,"Res","convex",21117.8,0.702,262.4,294.594,3.471,74.565,"hu4_37"
"5714",12.1914050594331,51.1666196367518,45.0466662955824,9.11603462427898,8.02568105093096,0.253049017731202,0.0467165109911156,202.20042778867,247.282223828905,"NL","convex",1959.4,0,583.3,23.902,1.131,8.685,"hu4_7"
"5806",12.1914050594331,56.5044833187499,70.6305136767159,18.7839552271993,23.4799139582127,0.442395276953675,0.152857117092028,127.723975056512,224.174832092476,"Res","convex",4907,0,254.4,65.125,1.715,5.749,"hu4_9"
"6036",12.1914050594331,44.9089796381441,39.525321826591,3.58620003184675,3.15628882097513,0.129859737782848,0.0105869462979779,345.826815954619,406.300576268548,"NL","convex",10752.3,0,371.9,196.74,2.162,5.899,"hu4_7"
"2754",12.1914052963257,13.5526024939869,9.44575080412327,10.9018171464758,7.59823422279354,0.0721380182675631,0.0601884867113035,187.87045748498,188.036790467876,"NL","convex",1982.1,0,296.4,23.977,1.142,1.797,"hu4_25"
"5541",6.7052727826882,17.106840074134,14.4466640215763,1.78407328092273,1.50664337584665,0.376537909078496,0.0406644341407681,45.4319197660594,71.5322336538974,"Res","convex",2423.9,0,268.2,9.655,2.201,56.036,"hu4_56"
"79503",12.7953977584839,15.8816929156568,16.3454070892439,36.788972322673,37.8631379036552,0.0755705549964306,0.1819860023849,210.157156003511,295.455431048219,"NL","convex",2631.5,0,291.2,44.835,1.109,1.164,"hu4_53"
"5622",6.09570252971655,25.3590592027388,20.1633641725509,19.4081419464608,15.431701580506,0.12158281628251,0.0966394717946531,208.574369126427,231.959780050954,"NL","convex",2817.4,0.491,176,33.49,1.373,2.302,"hu4_8"
"5678",6.09570252971655,26.3048350705522,18.5748856200408,2.95149129886935,2.08416487455638,0.198678367000056,0.0229954933333031,132.399090387857,140.908171333294,"NL","convex",1419.3,0,288.5,8.907,1.342,85.303,"hu4_7"
"5890",6.09570252971655,25.248447063947,18.870681392696,2.55905686093687,1.91263829281163,0.158839701602591,0.016549806848043,158.9555181054,172.762575428426,"NL","convex",2617.9,0.061,315.9,22.001,1.574,9.617,"hu4_7"
"5939",6.09570252971655,25.2828555480483,19.6303839993257,12.9950658221643,10.0897674196968,0.0961638158087885,0.0512363995068296,262.914437570994,280.153748027317,"NL","convex",8784.1,1.118,192,69.917,2.963,17.075,"hu4_9"
"5944",6.09570252971655,10.9144682743456,10.2527247283425,8.65752754191151,8.13262217490708,0.212896565859184,0.175552286407062,51.2665304407247,83.8545665265514,"NL","concave",3294.8,0,37.9,17.698,2.209,5.397,"hu4_9"
"6097",6.09570252971655,22.8767875067512,22.5013131882176,11.9158138530471,11.7202408476622,0.15535070490668,0.0840107245244423,147.258987466413,205.53276825557,"Res","convex",3154.1,0,268.1,30.021,1.624,3.814,"hu4_8"
"6316",6.09570252971655,29.2117739086419,20.5929188278918,16.084365411424,11.3387167910955,0.198502073664835,0.113548136892252,147.161051616847,153.807140024081,"NL","convex",3366.7,0,187.9,25.265,1.889,80.351,"hu4_9"
"131090",6.09570252971655,18.0556131054069,10.5561996687958,13.3151502790109,7.78469189302528,0.300097671343699,0.230124888757838,60.1657887732422,67.5160410297188,"Res","convex",2159,0.265,200.7,12.331,1.734,4.114,"hu4_9"
"1644",6.09570264816284,6.7483986142745,5.43343155997322,24.1474862212885,19.4421997318356,0.0220172196672737,0.0817895251394371,306.505485990372,333.824684321316,"NL","concave",3369.9,0,297.3,65.268,1.177,4.654,"hu4_25"
"3407",6.09570264816284,6.88856464848411,5.21017168398681,16.3283218451472,12.3499400043129,0.0202304203300779,0.0497025493289892,340.505265639114,347.366882957098,"NL","convex",3526.9,0,285.4,70.255,1.187,9.019,"hu4_25"
"3053",13.1037435531616,15.6994077760845,14.0449611473252,8.11590736728971,7.2606308005144,0.0546173229087825,0.0291801564120114,287.443743852191,346.876928680472,"NL","convex",5380.9,0,267.1,83.432,1.662,12.723,"hu4_25"
"6421",19.2014629686071,69.4874565144807,62.8833891569485,26.0257666868597,23.5522855025884,0.19650085194924,0.0763921205310477,353.62419971813,425.991996027068,"Res","convex",7960.9,0.115,90,141.031,1.891,6.157,"hu4_11"
"65421",19.2014629686071,87.432858899173,64.2438729632636,32.9044954529544,24.1775489491615,0.299390822599489,0.117060824822534,292.035868501342,293.301655649823,"Res","convex",9006,1.009,10.7,113.06,2.389,16.194,"hu4_7"
"40534",6.40048765620238,19.6075231328725,43.7966517060719,5.31780468270594,11.878197870843,0.434629367309392,0.122477117618858,45.1132035882767,150.064605861003,"Res","convex",5148.4,0,55.8,32.891,2.532,57.523,"hu4_11"
"1879",6.70448637008667,7.15308935435581,5.26759459807724,6.67235787911365,4.91357993438941,0.0235369099039946,0.022644442938292,303.909450456018,304.904527761026,"NL","convex",6672.7,1.419,396.4,113.601,1.766,4.406,"hu4_25"
"3186",24.6875953674316,22.6644837204883,17.8291021850623,59.6180658083917,46.8987778624186,0.049405167572481,0.135051216496244,458.747228966239,477.414232072006,"NL","convex",9946.5,0,405.3,339.629,1.523,3.328,"hu4_54"
"130003",13.7153306918622,37.3115426071183,35.2689512773679,62.7772935999102,59.3405995730085,0.321010667500978,0.561920849143107,116.231472609877,161.517936246419,"NL","convex",5135.5,0.803,56.4,38.892,2.323,17.525,"hu4_11"
"918",7.61962795257568,10.8565369790685,10.0365958099907,17.4200218238748,16.1043727281119,0.0805593904699504,0.134327230757624,134.764388307011,180.040564829382,"Res","convex",6086.4,0.28,524.3,57.153,2.271,7.468,"hu4_28"
"5755",7.61962816214569,33.6908603483786,21.9692517030177,15.2323373480821,9.93275475202871,0.266599733852994,0.12524387480283,126.372445543986,126.955166145634,"NL","concave",1770.2,0,240.9,12.789,1.396,15.745,"hu4_9"
"5921",7.61962816214569,29.572638573461,24.1488022501223,15.4705096161709,12.6331059875326,0.15173500215961,0.0824085968495628,194.896616815898,223.541042843106,"NL","convex",2947,0,403.9,32.994,1.447,11.988,"hu4_7"
"6329",7.61962816214569,47.6772276715542,40.0374972942165,32.4931516537238,27.2864957748523,0.161014893232547,0.114003712842735,296.104457882017,336.185790788557,"Res","convex",4296.7,0.542,79.6,72.316,1.425,29.373,"hu4_8"
"1090",8.47887897491455,9.38365694551636,7.44227014647712,9.56518759246176,7.58624387892244,0.0190203020209614,0.0199729622869867,493.349523849572,515.679548531837,"Res","convex",9762.4,0.043,348.7,211.675,1.893,19.128,"hu4_53"
"588",2.13349437713623,2.23851365081369,1.78270906983879,25.1181650870414,20.0036219131833,0.00395775358932609,0.0460144633106487,565.602077110327,590.126169128024,"NL","convex",6666.6,0,498.5,217.009,1.277,34.18,"hu4_53"
"6140",2.13349588540079,14.0315175601949,10.4356793260079,32.1572085824971,23.9163237580575,0.0691105144148956,0.164638216519763,203.030142070114,213.282512073201,"Res","concave",3664.4,0.018,350.8,36.748,1.705,27.458,"hu4_7"
"5818",14.9351997375488,10.4569997920345,17.7915137400962,27.0432358672637,46.0112950251359,0.0660573644889168,0.177592727131055,158.301801365221,362.208385987299,"Res","convex",29568.1,0.926,132,421.118,4.065,28.097,"hu4_8"
"5646",15.2392563242914,71.2184323693323,61.1440710628989,26.4889556163979,22.7419016497259,0.529797658437631,0.204881049437002,134.42572128264,168.492337302625,"Res","convex",2272,0,391.8,20.091,1.43,12.644,"hu4_9"
"3859",9.14355373382568,11.8294136005569,15.8983774981168,10.8715847543757,14.6110842231182,0.0663364197033758,0.0632450020770795,178.324571230287,324.866407120022,"NL","convex",4854.2,0,276.4,88.284,1.457,8.075,"hu4_29"
"50911",9.14355379457482,40.0081012006278,29.6262199879556,26.0907273277792,19.3203277401833,0.272188104191557,0.184534967958339,146.98695712459,160.229444738117,"NL","convex",1962.7,0,213.5,15.412,1.41,5.01,"hu4_9"
"140411",9.14400005340576,2.33338165463745,6.06756253171007,2.55041256456195,6.63191453759119,0.0622611906217707,0.0706209829669468,37.4773053861508,145.893314071461,"Res","convex",5477.4,0.026,180.3,31.518,2.752,32.451,"hu4_2"
"5933",3.04785126485827,15.7105649348245,9.38178112104639,21.0803488094916,12.5884218235574,0.169319849514858,0.236249586637754,92.7863152479705,92.9793024157718,"Res","convex",1523.2,0,712.5,8.107,1.509,6.815,"hu4_6"
"6037",3.04785126485827,9.45105692645982,5.25954834942334,8.30331366311672,4.62082495232079,0.128542605779496,0.117330915290835,73.524703106395,74.7410497825121,"Res","convex",2603.3,0.206,371.8,12.96,2.04,36.566,"hu4_7"
"6255",3.04785126485827,13.1393577146076,9.42090179978183,13.9207599954634,9.98116618362487,0.0909432615075758,0.100074294133544,144.478628727353,153.617609891226,"NL","concave",1529,0,408.6,12.611,1.215,6.684,"hu4_6"
"126759",23.4483833312988,23.7383269009935,17.0331159552412,0.0400125550294756,0.028710468615798,0.123757746146478,1.13272552187776e-05,191.812857297006,196.459722569913,"NL","convex",2112.8,0,401.9,26.379,1.16,8.068,"hu4_28"
"4072",16.8552188873291,17.5703774338093,17.5560649069016,27.3709490023295,27.3486530985812,0.0520777543497395,0.0842280179694138,337.387386480062,447.508478917175,"NL","convex",5427.9,0,309.1,143.406,1.279,1.601,"hu4_53"
"26423",2.82934737205505,1.42848757084414,2.30210759879543,9.50354069447028,15.3156203069188,0.006718693892116,0.0463152305506253,212.613879093433,454.467543487879,"NL","concave",4582.1,0.209,406,97.225,1.311,2.312,"hu4_25"
"5601",4.57177689728741,22.2618368303136,17.5500009687715,56.5161885549267,44.5542374355935,0.0847164918804729,0.22363290424093,262.780437859998,283.962946932484,"Res","convex",3794.8,0.053,415.8,46.603,1.568,9.389,"hu4_7"
"3251",3.77880811691284,3.67550536730493,3.16089478798406,13.0209211369507,11.1978510826439,0.0267871778046808,0.0985600957803006,137.211370085529,171.751970200608,"Res","concave",7312.8,0,320.1,54.521,2.794,3.579,"hu4_53"
"3973",5.18134737014771,6.73792216576275,9.49287828631209,48.2012565604506,67.9094608870214,0.0102559135787002,0.0761535368828914,656.979226088281,1188.13050003027,"NL","concave",15867.7,0,325.3,978.527,1.431,0.996,"hu4_25"
"2588",12.1914052963257,17.6770206506327,21.3875664705148,9.29276916254931,11.2433945791685,0.0479082071012407,0.0260062895957825,368.976877245212,585.083858532492,"NL","convex",4667.3,0,349.5,134.381,1.136,2.711,"hu4_25"
"71026",12.1914052963257,15.1072411711147,13.243738256158,12.0463276185193,10.5603933981431,0.0693823351048598,0.0573744946829982,217.739013082835,263.473013433233,"NL","convex",2522.6,0,293.6,32.591,1.246,65.393,"hu4_25"
"2015",20.1981086730957,22.6444870020781,27.9998147422156,24.9986384276023,30.9107132661589,0.0973061766447159,0.111596224101073,232.713767850088,385.384376633056,"NL","convex",3935.2,0,264.7,82.082,1.225,2.884,"hu4_29"
"6733",12.8009753124048,41.3153053086014,53.8113081361823,68.0952748921431,88.6910018567932,0.20971820645453,0.359541448310015,197.003903509728,346.16775427458,"NL","concave",14995.4,0,211.3,264.022,2.603,12.652,"hu4_11"
"5684",7.61962816214569,25.077812782378,30.6822562662288,4.08482045727743,4.9977049098871,0.441502373306296,0.0746407500432077,56.8010826183715,110.707375922898,"NL","convex",834.9,0,55.9,5.079,1.045,2.203,"hu4_9"
"138137",7.61962816214569,46.0249910558168,32.0934452086506,3.18500118047793,2.22091647451254,0.24882502518987,0.0177153445237835,184.969301301976,185.570086900304,"NL","concave",1337.2,0,191.4,13.391,1.031,14.632,"hu4_24"
"3781",2.87698340415955,1.60701803406582,1.29957601668052,54.5846336712872,44.14193200995,0.00249231219938859,0.0879006094271617,644.790020471772,679.479994638505,"Res","concave",9708.9,0.387,428.7,282.664,1.629,11.162,"hu4_61"
"3013",8.22846984863281,9.28106866918721,8.99228477988873,45.2430997348563,43.8353439288113,0.0131635937623092,0.066580022551686,705.055840887564,882.961915872302,"NL","concave",15230.8,0,357.4,628.142,1.714,3.289,"hu4_25"
"8007",9,13.5719760729921,17.8308266454381,24.7342670129996,32.4958152695553,0.043150637862576,0.0816404144376034,314.525502872412,543.294491593781,"NL","concave",6756.2,0.346,50.4,183.618,1.406,1.919,"hu4_3"
"117649",15.2392559051514,17.0230208463215,15.9797550965838,2.06658555665826,1.93993365687926,0.11677192554553,0.0145482450888913,145.780081700238,195.469444065512,"NL","convex",2163.8,0,354,22.767,1.279,10.283,"hu4_25"
"316",9.74089241027832,15.6803781813069,23.5129202491115,22.2910679669111,33.4257310195703,0.0431446514585637,0.063628890368938,363.437359005355,709.11167458789,"Res","convex",36952.1,33.304,400.5,903.033,3.469,3.739,"hu4_26"
"191",6.24449825286865,6.00858343070845,4.50499029332932,25.5087907305955,19.1254487785905,0.0297196110666441,0.13110978538431,202.175708734365,214.016484947026,"NL","convex",1898.1,0,282.1,20.737,1.176,27.556,"hu4_25"
"32105",3.04785126485827,16.467131455478,11.861178267383,16.153238731326,11.6350831780186,0.0676491151437413,0.0688593909943079,243.419761226567,243.907199194518,"Res","convex",4360,0.197,266.8,49.614,1.746,26.68,"hu4_9"
"110678",12.3578262329102,0.533682534469877,1.34462618271653,9.90956558474028,24.9673925676136,0.00332472062639145,0.0640455461424098,160.519512597099,532.232191077698,"NL","concave",8460.7,0,466.5,330.705,1.312,5.716,"hu4_54"
"703",19.0402526855469,25.8822275916398,26.3669341659351,25.9048198863312,26.3899495553438,0.162040558943333,0.168588594592235,159.72684715739,228.030109901157,"Res","convex",21601.3,0.708,519.5,240.06,3.933,3.517,"hu4_28"
"83015",4.26719999313354,4.91963025544861,6.1655992060946,5.42651957750525,6.80086572804286,0.0462746329509197,0.0529177842057583,106.313760730777,190.930507912814,"Res","convex",3829,0.027,314.2,25.98,2.119,131.137,"hu4_2"
"5651",4.57177689728741,17.5241863849464,32.2310240709338,8.89002778619357,16.3508132859289,0.148884386248415,0.0784027584079772,117.703318840346,295.694854899248,"Res","convex",15932.4,5.165,206.1,169.644,3.451,24.313,"hu4_9"
"5853",4.57177689728741,20.094441937444,15.1534264009989,52.9751398684254,39.9491006308043,0.0946762004376339,0.25956619352772,212.243856899188,224.678896268513,"Res","convex",5116.1,1.168,321.2,34.929,2.442,32.835,"hu4_9"
"38846",11.272801399231,10.7330055609014,11.3579172758648,14.7278821501784,15.5853890283798,0.0572986002659535,0.081625297632723,187.317063786615,272.713981819437,"NL","convex",2899.1,0,284.6,37.711,1.332,5.915,"hu4_25"
"1606",18.2871074676514,33.6405319972533,30.433932602098,69.0639256231278,62.4807853164214,0.0463111869265211,0.0987473710228489,726.401852982703,850.295608550427,"NL","convex",9387,0,403.6,364.048,1.388,0.874,"hu4_25"
"3257",6.88908290863037,7.47525513434271,6.02587989726403,5.04906759665441,4.07010521832607,0.0452471380867943,0.0316018707094745,165.209457446866,190.85216553466,"NL","convex",2159.4,0,388.6,17.506,1.456,141.838,"hu4_25"
"59708",24.7065887451172,29.9363790487644,39.0190139486561,46.7875544409659,60.9828007716553,0.0508096575394666,0.0824422784488258,589.186790434697,989.71821885928,"NL","convex",9661.5,0,365,521.078,1.194,0.461,"hu4_25"
"5693",6.09570252971655,21.7291714017806,13.8409042650045,10.5320372004844,6.70862758233964,0.221315295232504,0.111438366857546,98.1819687561716,101.953373618247,"NL","convex",1252.7,0,126,7.109,1.325,10.787,"hu4_9"
"6046",6.09570252971655,28.5279725545876,24.4675849860207,9.28477114884206,7.96326926932331,0.200683092074424,0.0677719082869026,142.154340257065,176.686886420582,"Res","convex",4630.8,0.18,60.8,37.814,2.124,10.745,"hu4_9"
"28911",6.09570252971655,13.9309104320603,10.0927026773582,17.3434869869698,12.5650551269986,0.216366415816828,0.280145201252377,64.3857337076469,81.951817320317,"NL","convex",1131.7,0.03,412.9,5.028,1.424,8.083,"hu4_9"
"98562",6.09570252971655,15.3207436008311,10.8332717511001,8.18162718862586,5.78521467429066,0.175393377154989,0.0972770982296874,87.3507532002918,100.979616559553,"Res","convex",3202.7,0,113.6,21.515,1.948,4.919,"hu4_8"
"101148",13.1029014587402,18.206304510444,14.5541922187696,20.9896914086109,16.7792427726527,0.0488616146321347,0.0584225302759579,372.60955552767,398.115467270207,"NL","convex",6844.4,0,402.1,160.336,1.525,14.275,"hu4_25"
"1338",6.09570252971655,38.3261748816446,35.2832550723884,15.099597761859,13.9007600149863,0.0949435564800902,0.0387247853118721,403.673259171428,490.941065293708,"NL","concave",6729.4,0,214.8,187.802,1.385,4.857,"hu4_30"
"7717",5.48640012741089,6.17438773955704,5.38690292754001,0.607836377478495,0.530312591210724,0.0278547578497686,0.00264817763223865,221.663665965358,266.6344211723,"Res","convex",6759.8,0.685,100.4,91.028,1.999,7.169,"hu4_3"
"24367",16.0761547088623,23.3861951412173,25.0785458154598,3.62826814739022,3.89082911587998,0.0320487289675046,0.00496916748328383,729.707414135812,1008.05245669398,"NL","convex",13291.7,0,396,618.35,1.508,5.695,"hu4_25"
"3753",8.81778717041016,9.16967624241553,11.0411941089748,21.3145203768069,25.6647836410449,0.0636675941309554,0.153820672340939,144.024230341652,241.497823127809,"Res","convex",7464.7,0,272.7,95.981,2.149,5.081,"hu4_53"
"7905",15,27.032330483224,37.3314793076156,27.2780792447659,37.6708568101239,0.113861710317653,0.119375531650626,237.413704816209,435.872589213782,"NL","convex",4898.7,0.13,134.1,100.452,1.379,21.471,"hu4_8"
"3848",3.87317037582397,6.38439006475039,4.80547421980704,10.208409310244,7.68377985494119,0.0178446290077951,0.0294904623591108,357.776564699747,362.159273821548,"NL","concave",5035.9,0,421.8,107.391,1.371,4.455,"hu4_53"
"6170",4.57177689728741,15.8887808753181,12.9846532169454,28.0085482099754,22.8891875638852,0.103197244898559,0.189125964476663,153.965165358208,181.597790042134,"NL","convex",5306.1,0.887,43.3,41.6,2.321,25.722,"hu4_9"
"24794",4.57177689728741,9.14896117811994,20.8424851805523,2.69844321420673,6.14739330593849,0.204793916299116,0.0626599353305722,44.6739890688805,151.329610925273,"Res","convex",1846.7,0,201.7,16.001,1.302,45.425,"hu4_8"
"128408",10.6674795150757,11.9072448229989,12.1106801968823,7.71160590436082,7.84335875346366,0.0253675616096834,0.0168930968336875,469.388623400588,624.072844302132,"NL","convex",6589.1,0,395.9,231.146,1.223,13.342,"hu4_25"
"23286",8.53316974639893,8.66972834098176,8.00557431013209,38.0571192896784,35.1417120030062,0.0273784929315852,0.124876351032415,316.662000448532,391.241700361025,"NL","concave",3379,0,288.3,68.905,1.148,3.055,"hu4_53"
